Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon
M,SIN,SIN,PVG,SHA,International,Apr-22,1,1.352083,103.819836,31.230416,121.473701
M,SIN,SIN,MLE,MLE,International,Apr-22,14,1.352083,103.819836,4.1752709,73.5091172
M,SIN,SIN,JFK,NYC,International,Apr-22,30,1.352083,103.819836,40.7127753,-74.0059728
L,SIN,SIN,HKG,HKG,International,Apr-22,28,1.352083,103.819836,22.3193039,114.1693611
L,SIN,SIN,KBV,KBV,International,Apr-22,30,1.352083,103.819836,8.1191811,99.1013498
M,SIN,SIN,TPE,TPE,International,Apr-22,12,1.352083,103.819836,25.0329636,121.5654268
M,SIN,SIN,IST,IST,International,Apr-22,30,1.352083,103.819836,41.0082376,28.9783589
M,SIN,SIN,CMB,CMB,International,Apr-22,2,1.352083,103.819836,6.9270786,79.861243
M,SIN,SIN,EWR,NYC,International,Apr-22,22,1.352083,103.819836,40.7127753,-74.0059728
M,SIN,SIN,RGN,RGN,International,Apr-22,10,1.352083,103.819836,16.840939,96.173526
L,SIN,SIN,DRW,DRW,International,Apr-22,8,1.352083,103.819836,-12.4637333,130.8444446
L,SIN,SIN,BKI,BKI,International,Apr-22,9,1.352083,103.819836,5.9843644,116.077344
M,SIN,SIN,KTM,KTM,International,Apr-22,24,1.352083,103.819836,27.7172453,85.3239605
L,SIN,SIN,VTE,VTE,International,Apr-22,9,1.352083,103.819836,17.9757058,102.6331035
M,SIN,SIN,CKG,CKG,International,Apr-22,2,1.352083,103.819836,29.5656843,106.5511838
M,SIN,SIN,BNE,BNE,International,Apr-22,6,1.352083,103.819836,-27.4704528,153.0260341
M,SIN,SIN,SFO,SFO,International,Apr-22,15,1.352083,103.819836,37.7749295,-122.4194155
L,SIN,SIN,MNL,MNL,International,Apr-22,17,1.352083,103.819836,14.5995124,120.9842195
M,SIN,SIN,KUL,KUL,International,Apr-22,12,1.352083,103.819836,3.1319197,101.6840589
M,SIN,SIN,CDG,PAR,International,Apr-22,13,1.352083,103.819836,48.8575475,2.3513765
M,SIN,SIN,KUL,KUL,International,Apr-22,91,1.352083,103.819836,3.1319197,101.6840589
M,SIN,SIN,MNL,MNL,International,Apr-22,13,1.352083,103.819836,14.5995124,120.9842195
M,SIN,SIN,BWN,BWN,International,Apr-22,21,1.352083,103.819836,4.8923413,114.9419021
M,SIN,SIN,FRA,FRA,International,Apr-22,30,1.352083,103.819836,50.1109221,8.6821267
M,SIN,SIN,MAN,MAN,International,Apr-22,13,1.352083,103.819836,53.4807593,-2.2426305
M,SIN,SIN,SYD,SYD,International,Apr-22,25,1.352083,103.819836,-33.8688197,151.2092955
L,SIN,SIN,BER,BER,International,Apr-22,13,1.352083,103.819836,52.5200066,13.404954
M,SIN,SIN,MNL,MNL,International,Apr-22,4,1.352083,103.819836,14.5995124,120.9842195
M,SIN,SIN,SFO,SFO,International,Apr-22,28,1.352083,103.819836,37.7749295,-122.4194155
M,SIN,SIN,TPE,TPE,International,Apr-22,9,1.352083,103.819836,25.0329636,121.5654268
M,SIN,SIN,HKG,HKG,International,Apr-22,5,1.352083,103.819836,22.3193039,114.1693611
L,SIN,SIN,SGN,SGN,International,Apr-22,21,1.352083,103.819836,10.8230989,106.6296638
M,SIN,SIN,PVG,SHA,International,Apr-22,2,1.352083,103.819836,31.230416,121.473701
L,SIN,SIN,BKK,BKK,International,Apr-22,21,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,KUL,KUL,International,May-22,26,1.352083,103.819836,3.1319197,101.6840589
L,SIN,SIN,MAA,MAA,International,May-22,48,1.352083,103.819836,13.0930694,80.2888899
M,SIN,SIN,MEL,MEL,International,May-22,31,1.352083,103.819836,-37.8136276,144.9630576
L,SIN,SIN,KBV,KBV,International,May-22,27,1.352083,103.819836,8.1191811,99.1013498
